ssGSEA score
A1BG 0.187414596541582
A1BG-AS1 -0.151862122025542
A2M -0.037202019279834
A2ML1 -0.0172970744053565
A2MP1 -0.0822469313829412
AAAS 0.403989641830553
AACS -0.135475133383465
AAGAB -0.00231650291368513
AAK1 -0.0590005679962437
AAMP 0.342031045315846
AARS 0.387262696213907
AARS2 0.140891710860201
AARSD1 0.0910675293999882
AASDH -0.0470054790161923
AASDHPPT -0.374119914234319
AASS -0.0685767788199033
AATF 0.0762808757046747
ABAT 0.264285041060458
ABCA1 0.133127431363487
ABCA10 0.0116860457279315
ABCA11P 0.202882644498917
ABCA13 -0.093910766656332
ABCA2 0.131198446785611
ABCA3 0.072620209791729
ABCA5 -0.0318289049240631
ABCA6 -0.109783384563482
ABCA7 0.275778958433684
ABCA9 -0.0349511431665524
ABCB1 -0.240092060278445
ABCB10 -0.104609910521037
ABCB5 -0.0828859811558416
ABCB6 -0.0132680302148339
ABCB7 0.00847426729223899
ABCB8 0.446833573312292
ABCB9 0.0624404491395793
ABCC1 0.375689330567945
ABCC10 0.214030017487245
ABCC13 -0.386918297104615
ABCC2 0.263777380802748
ABCC4 -0.0186027157591638
ABCC5 0.241269654011253
ABCC6 -0.220537544419189
ABCC9 0.152627088619447
ABCD1 0.316017523666861
ABCD2 0.0849749748272223
ABCD3 -0.266416157498137
ABCD4 0.290205597026109
ABCE1 -0.273437621950687
ABCF1 0.166548606147239
ABCF2 0.272324086164294
ABCF3 0.0875329708872482
ABCG1 0.187647701357082
ABCG2 -0.0414041675802897
ABHD1 -0.0491002053051463
ABHD10 -0.119515075115555
ABHD11 0.0701938415324709
ABHD12 0.172110618530593
ABHD13 -0.52729820181304
ABHD14A 0.473308830501518
ABHD14B 0.243110525573046
ABHD15 0.313698437742068
ABHD16A 0.106352259265018
ABHD16B 0.523386342523678
ABHD2 0.146841260032876
ABHD3 -0.0422238421158324
ABHD4 0.282562119311005
ABHD5 -0.320680591921655
ABHD6 0.203794469796926
ABHD8 0.290529490924383
ABI1 -0.199964449330722
ABI2 -0.00341144202152471
ABI3 0.184453902321456
ABI3BP -0.314082121248003
ABL1 0.241618565913661
ABL2 -0.109888832207132
ABLIM1 0.334164181856361
ABLIM2 0.0508529675761282
ABR 0.322425251135006
ABRA 0.0687587826530678
ABT1 0.119858355822556
ABTB1 0.46945622338123
ABTB2 -0.27618917200936
ACAA1 0.441549945667727
ACAA2 0.259355135182205
ACACA 0.0885048579076482
ACACB 0.0615307070452215
ACAD10 0.284479521520088
ACAD11 -0.0309011199114392
ACAD8 0.16145809731219
ACAD9 0.316597943224028
ACADM 0.189815141814775
ACADS 0.384198911090218
ACADSB 0.0446903173507798
ACADVL 0.347769403130714
ACAN 0.136183559367171
ACAP1 0.372483918062111
ACAP2 -0.010346278637171
ACAP3 0.457920796674989
ACAT1 0.107977976887273
ACAT2 0.34230352877661
ACBD3 -0.119546649386896
ACBD4 0.187151705599149
ACBD5 0.102781632215295
ACBD7 0.173398142831203
ACCS 0.0173467543520736
ACD 0.265112778845946
ACE 0.214927545832526
ACER1 0.124984296119398
ACER2 -0.27499257685522
ACER3 0.253996357952796
ACIN1 -0.160876901397048
ACLY 0.291668016846679
ACN9 0.0637006738841518
ACO1 0.158482911288075
ACO2 0.365110921657782
ACOT1 0.038344272043624
ACOT11 -0.0424503249933346
ACOT13 -0.30979579867444
ACOT2 0.176536807252517
ACOT4 0.245205403849478
ACOT7 0.486694863056406
ACOT8 0.421382627979401
ACOT9 0.129274664195767
ACOX1 0.154668531806265
ACOX3 0.332981867721661
ACP1 -0.0952862969562926
ACP2 0.344343361794176
ACP5 0.381395632495184
ACP6 0.218203195468039
ACPT -0.221596588032843
ACRBP -0.378971503091167
ACRC 0.196699844312687
ACSF2 -0.0178293032549176
ACSF3 0.523512171234222
ACSL1 -0.13121123618997
ACSL3 -0.0212549041486607
ACSL4 0.0405339312709448
ACSL5 0.0362287883549646
ACSL6 0.0550799276683175
ACSM1 0.0114119565771066
ACSM3 -0.32063808072237
ACSS1 0.442359645937643
ACSS2 0.126103142791843
ACTA1 0.0019266533429036
ACTA2 0.216198870744426
ACTB 0.511651086575034
ACTG1 0.443255522419852
ACTG2 0.134272494385718
ACTL10 0.308640688122445
ACTL6A 0.166290365789465
ACTL7A 0.0394097230886865
ACTN1 0.275651082721154
ACTN4 0.247278316312518
ACTR10 -0.274897759304593
ACTR1A 0.127553103978213
ACTR1B 0.385050052309583
ACTR2 0.138868838877315
ACTR3 0.0637778572662826
ACTR3B 0.455314874784489
ACTR3C 0.331773261379949
ACTR5 -0.134603911579028
ACTR6 -0.22534173141216
ACTR8 0.158403066969354
ACVR1 0.569580324849542
ACVR1B 0.248943686448722
ACVR1C -0.420520084172159
ACVR2A -0.25171686488004
ACVR2B 0.114146004999569
ACY1 0.0251768922835462
ACY3 -0.0484017347576021
ACYP1 0.220779991255229
ACYP2 0.195385530690418
ADA 0.459120882795659
ADAL 0.0380402799521548
ADAM10 0.182959487132036
ADAM12 0.375991047862211
ADAM15 0.439795214424447
ADAM17 -0.249012223792031
ADAM19 0.237536632236426
ADAM20 -0.104178787039626
ADAM22 -0.085126782802004
ADAM23 -0.371224386680547
ADAM28 -0.169932202575915
ADAM8 0.433001280240152
ADAM9 -0.0711667902274279
ADAMTS10 0.213698082985915
ADAMTS13 0.07012252917572
ADAMTS16 0.0327670911562852
ADAMTS17 0.130163091506216
ADAMTS4 -0.0166588474514418
ADAMTS6 0.107070125332167
ADAMTSL2 -0.0217806264665432
ADAMTSL4 0.188590244954689
ADAMTSL5 -0.0718569279917203
ADAP1 0.0122042764149213
ADAP2 0.119821819388276
ADAR 0.038790427070891
ADARB1 0.200527841001226
ADARB2 -0.137754093159107
ADAT1 0.0549223595394905
ADAT2 0.074250887416015
ADAT3 0.347361412629692
ADCK1 0.0622434023041351
ADCK2 0.254107996298493
ADCK3 0.148994435256551
ADCK4 0.302941528856607
ADCK5 0.315761817038464
ADCY1 0.0291445002166461
ADCY2 -0.0626180961087859
ADCY3 0.201627929395175
ADCY4 0.162539195226654
ADCY5 0.0341912571929752
ADCY6 0.14268941817281
ADCY7 0.359661371884796
ADCY9 0.0585733578849551
ADD1 0.499922880500283
ADD3 0.00681035150831769
ADH5 0.02534427666516
ADH6 -0.0473096039468191
ADHFE1 0.0301021503836466
ADI1 0.43204759707856
ADIPOQ -0.0755084271652797
ADIPOR1 -0.041947826585119
ADIPOR2 0.32127894417603
ADK 0.319836353741973
ADM2 -0.0191317974406715
ADNP -0.122257319197329
ADNP2 -0.053894439641397
ADO 0.286409710538179
ADORA2A 0.262093395243389
ADORA2B 0.242063471020313
ADPGK -0.201960307802184
ADPRH 0.20256619368117
ADPRHL2 0.331430838546928
ADRA1A 0.0100504380712822
ADRB2 0.0894466038523167
ADRBK1 0.439873472280489
ADRBK2 0.180566911898827
ADRM1 0.201818493599631
ADSL 0.439700460847567
ADSS 0.0145016269816365
ADSSL1 0.0912160668638256
ADTRP 0.0371838959231943
AEBP1 0.157033950438361
AEBP2 -0.307774083827372
AEN 0.326962077229397
AES 0.526480403441797
AFAP1 0.0453439441960715
AFAP1-AS1 -0.0899781420666967
AFAP1L2 0.467315923323138
AFF1 0.143548977578664
AFF2 0.17436134480397
AFF3 0.231533861285528
AFF4 -0.200186238870155
AFG3L1P 0.17896549598522
AFG3L2 0.038487680449258
AFMID 0.122390461310813
AFTPH -0.2122729400171
AGA 0.0543586952530255
AGAP1 0.0920713744320281
AGAP11 -0.0960476605316696
AGAP2 0.226994022069978
AGAP3 0.0769730955116911
AGAP4 -0.0588798560234577
AGAP5 -0.108837656199687
AGAP6 -0.0504681210500458
AGBL2 0.16785801610726
AGBL3 -0.281005006829464
AGBL5 -0.0142543882012498
AGER 0.0226072677808771
AGFG1 -0.0317382832959038
AGFG2 0.568221292130179
AGGF1 -0.118130712285262
AGK 0.156752537236225
AGL -0.421850338586621
AGMAT 0.179303231013452
AGMO -0.120164541302508
AGPAT1 0.352229062854859
AGPAT2 0.402631530378071
AGPAT3 0.343733802657887
AGPAT4 0.582954716194712
AGPAT4-IT1 0.193820661842768
AGPAT5 0.131046829028932
AGPAT6 0.108206156790693
AGPAT9 -0.297570102884174
AGPS 0.121351638475151
AGRP -0.0182576226085562
AGTPBP1 -0.0547820518117186
AGTRAP 0.203373573087209
AHCTF1 -0.304142290541932
AHCY 0.491199775486815
AHCYL1 0.367027921018116
AHCYL2 0.301533122186448
AHDC1 0.222613441365015
AHI1 -0.107663103326692
AHNAK 0.461559307164793
AHR -0.321813992164195
AHRR -0.0410836234929368
AHSA1 0.0876127009809926
AHSA2 0.130172248710137
AICDA 0.112621644413895
AIDA 0.150190911283296
AIF1 -0.0110447880652697
AIFM1 0.296834362134487
AIFM2 0.0214651726647999
AIG1 0.222703188186076
AIM1 -0.0668678991874617
AIM1L 0.156250998577756
AIM2 -0.152035217323451
AIMP1 -0.306478085003211
AIMP2 0.435225085983389
AIP 0.247981507216892
AIPL1 0.122497621550027
AIRE 0.160386022718929
AJUBA -0.24892445305114
AK1 -0.0625932196465717
AK2 0.392404556087697
AK3 0.300753410416777
AK4 -0.216202028295312
AK5 -0.0104650245671249
AKAP1 0.294212817991023
AKAP10 -0.150358456780251
AKAP11 -2.54353562938597e-05
AKAP12 -0.364145926711812
AKAP13 0.0979639325503662
AKAP14 -0.181281890237951
AKAP2 0.0103135308223587
AKAP3 0.0227819893783407
AKAP5 0.154604194599858
AKAP6 -0.21141394152663
AKAP7 -0.0515489074246313
AKAP8 -0.0649205700684182
AKAP8L 0.440110615051171
AKAP9 -0.164261456795789
AKIP1 0.190858295570849
AKIRIN1 -0.373590661578498
AKIRIN2 -0.512228396474342
AKNA 0.309177091883159
AKR1A1 0.361974202535686
